Price,Close,High,Low,Open,Volume
Ticker,ELN.MI,ELN.MI,ELN.MI,ELN.MI,ELN.MI
Date,,,,,
2023-01-02,13.271141052246094,13.459117376657717,13.271141052246094,13.4497192326935,18469
2023-01-03,13.468515396118164,13.628295483842974,13.383925832458942,13.468515396118164,38349
2023-01-04,13.524909019470215,13.731682516793034,13.487313756653178,13.618896728341923,37604
2023-01-05,13.647093772888184,13.675289995760927,13.365128855135447,13.496711826102764,34580
2023-01-06,13.562504768371582,13.609498176320809,13.365129407422701,13.515510464080553,33422
2023-01-09,13.759880065917969,13.891463041716383,13.553105665795293,13.56250470587855,42090
2023-01-10,13.6282958984375,13.731682648087435,13.562504411964067,13.722284504549643,33295
2023-01-11,13.6282958984375,13.778676951143506,13.543706332204929,13.60009967514057,35594
2023-01-12,13.731682777404785,13.863266647932612,13.562504539688192,13.665891290311766,55454
2023-01-13,14.06064224243164,14.192226115176247,13.750481088993883,13.750481088993883,98972
2023-01-16,14.05124282836914,14.267416263815134,14.05124282836914,14.164028617859397,43453
2023-01-17,13.872665405273438,14.11703506141439,13.797474879744186,14.11703506141439,47286
2023-01-18,13.872665405273438,14.098236981861193,13.86326636549684,13.957254970579287,35988
2023-01-19,13.825672149658203,14.05124374332699,13.741082577946948,13.835071190146527,47145
2023-01-20,14.00424861907959,14.098237225788225,13.8538675654192,13.88206468523686,26079
2023-01-23,14.00424861907959,14.135832489203322,13.8538675654192,14.079439145909785,60296
2023-01-24,14.079439163208008,14.145231546521599,13.957255229215162,14.070041019599024,39152
2023-01-25,13.778676986694336,14.03244568604681,13.553105407053323,14.03244568604681,70251
2023-01-26,13.891463279724121,13.966653808994852,13.731683180938361,13.95725566509237,52657
2023-01-27,13.825672149658203,13.891463640392807,13.637695821600879,13.891463640392807,33862
2023-01-30,13.675291061401367,13.806874042622225,13.609498674449105,13.806874042622225,41922
2023-01-31,13.421521186828613,13.64709365691901,13.355729701904032,13.581301275652672,69158
2023-02-01,13.675291061401367,13.938457920184915,13.412124202617822,13.412124202617822,62367
2023-02-02,14.088837623596191,14.12643288551095,13.675289742533858,13.694086925320363,67186
2023-02-03,14.5587797164917,14.5587797164917,14.0042488978251,14.098237506404518,147118
2023-02-06,14.77495288848877,14.77495288848877,14.44599366079623,14.53998226766318,148799
2023-02-07,14.840744018554688,14.840744018554688,14.64336866595461,14.793749716251476,86349
2023-02-08,15.01932144165039,15.320083545246945,14.812547943598645,14.812547943598645,163524
2023-02-09,15.009923934936523,15.207299297880477,14.831345756093905,15.019322078816284,116544
2023-02-10,14.5587797164917,15.066317127210391,14.539982532580897,14.906536134088661,68208
2023-02-13,14.699762344360352,14.840744358154303,14.51178513084604,14.69036330441628,51264
2023-02-14,14.727958679199219,14.81254824665183,14.568178584309129,14.662167191776872,47467
2023-02-15,14.878339767456055,14.915935031259144,14.727958712243694,14.765553976046785,43474
2023-02-16,14.944130897521973,14.981726160425682,14.774952662626164,14.906535634618264,42250
2023-02-17,14.934732437133789,14.934732437133789,14.690362785274374,14.915934357909949,38644
2023-02-20,14.737358093261719,15.028721170391554,14.709160972500653,14.953530641045672,32591
2023-02-21,14.803149223327637,14.953530278372153,14.624571944547723,14.671565351992792,38475
2023-02-22,14.765554428100586,14.859543038656708,14.50238757342199,14.840744958008756,76885
2023-02-23,14.793749809265137,14.89713745425059,14.671564981045272,14.671564981045272,30034
2023-02-24,14.6621675491333,15.226097415000662,14.6621675491333,14.897138177187733,95018
2023-02-27,14.812548637390137,14.887739166811055,14.709160987180011,14.709160987180011,43299
2023-02-28,14.690363883972168,14.821947759355004,14.652768619054475,14.812548719040125,49439
2023-03-01,14.840744018554688,14.897137360586893,14.709160151374048,14.774952533135249,36279
2023-03-02,14.868941307067871,14.944131837605264,14.417798123843511,14.82194789773837,48038
2023-03-03,15.103910446166992,15.122708525114197,14.86893983737738,14.981725622035386,61843
2023-03-06,14.98172664642334,15.273090615635077,14.962929462532601,15.179102007155988,63475
2023-03-07,14.793749809265137,15.094511911749867,14.793749809265137,15.047518505492954,34892
2023-03-08,14.887738227844238,14.906535410843025,14.577577089459295,14.840743925834632,34564
2023-03-09,15.122710227966309,15.179102678474361,14.878340552186502,15.038120655862388,79626
2023-03-10,14.370803833007812,15.028721424060116,14.098237935442922,14.915935628137593,233874
2023-03-13,14.173428535461426,14.258018106902988,13.844469290153533,14.220422841411386,89926
2023-03-14,14.492987632751465,14.652767722965777,14.070040704207246,14.286213240178514,44502
2023-03-15,14.05124282836914,14.52118406608277,13.938457038878882,14.52118406608277,46279
2023-03-16,13.299336433410645,14.370802759119826,12.735407495938782,14.145231184131081,256746
2023-03-17,12.133882522583008,13.449718516034606,12.03049577375096,13.3087356079817,210162
2023-03-20,11.51356029510498,11.955305308423481,10.968428532431842,11.870715742432516,434207
2023-03-21,11.372578620910645,11.91771039979643,11.194000443764935,11.607549246166304,569700
2023-03-22,11.194000244140625,11.447768945135307,11.015422966521314,11.447768945135307,379866
2023-03-23,10.987225532531738,11.184600884437902,10.930833087039556,11.128208438945718,193936
2023-03-24,11.269190788269043,11.353780355395589,10.959029639699567,11.137607813931561,593368
2023-03-27,11.325584411621094,11.569954079059453,11.306786331198847,11.46656642942071,135392
2023-03-28,11.165803909301758,11.494762237709594,11.09061338301758,11.419571711425416,172010
2023-03-29,11.278590202331543,11.325584507442954,11.137608183339125,11.18460159210872,92131
2023-03-30,11.278590202331543,11.353780731973075,11.18460159210872,11.3349835477336,66971
2023-03-31,11.306785583496094,11.372577964281387,11.175202614609008,11.250393138642128,53982
2023-04-03,11.231595039367676,11.372577943933846,11.109410213947028,11.372577943933846,138840
2023-04-04,11.504161834716797,11.541757099679591,11.231595939651086,11.316185509902827,119265
2023-04-05,11.447769165039062,11.68273979061808,11.43837012489387,11.551155917610782,154192
2023-04-06,11.51356029510498,11.560554598026826,11.34438116312305,11.428970729114015,95870
2023-04-11,11.410174369812012,11.607549739265115,11.287989531927535,11.560555432949265,112351
2023-04-12,11.410174369812012,11.532359207696489,11.325584797711848,11.381977248217398,69785
2023-04-13,11.504161834716797,11.532358955695257,11.344381734539468,11.532358955695257,61368
2023-04-14,11.400774955749512,11.560555054183324,11.400774955749512,11.475965484854623,101366
2023-04-17,11.184600830078125,11.68273917544132,11.184600830078125,11.626345833881462,132674
2023-04-18,11.109411239624023,11.32558468804701,11.109411239624023,11.250394157206449,91313
2023-04-19,11.222195625305176,11.316184225212847,11.109409843221,11.118808882480112,58919
2023-04-20,10.996624946594238,11.203399345235733,10.996624946594238,11.203399345235733,73513
2023-04-21,11.081214904785156,11.118810169832718,10.977828149989818,11.034220599390249,65085
2023-04-24,11.118809700012207,11.194000226930186,11.062417252994614,11.109410660062013,61179
2023-04-25,11.034219741821289,11.184600790324064,10.987225440078733,11.1282083453064,72658
2023-04-26,10.92143440246582,11.071815457123794,10.752255267804708,11.053018273462442,124103
2023-04-27,10.874439239501953,10.996624060841963,10.855642057325953,10.90263635727853,43200
2023-04-28,10.996624946594238,11.034220210316166,10.71466002050889,10.959029682872313,73261
2023-05-02,10.968429565429688,11.118810631868937,10.921435258081956,11.071816324521206,39006
2023-05-03,10.959029197692871,11.0812140234652,10.90263675277749,10.968428237292686,34772
2023-05-04,10.902636528015137,10.987225193644381,10.87443940979699,10.902636528015137,32058
2023-05-05,11.034219741821289,11.053017821055013,10.836844391575958,10.912034915827347,50483
2023-05-08,10.893238067626953,11.024821040938853,10.771053237878917,10.987225777658056,137281
2023-05-09,10.705262184143066,10.968429037751099,10.667666919341919,10.940232813235692,87643
2023-05-10,10.799249649047852,10.82744676925512,10.67706481717508,10.67706481717508,48154
2023-05-11,10.752256393432617,10.912036504819156,10.667667713588465,10.789851661032868,61193
2023-05-12,10.714659690856934,10.83684451827945,10.639469165726425,10.752254953422188,40879
2023-05-15,10.752256393432617,10.874441237218905,10.677065858232115,10.677065858232115,41614
2023-05-16,10.827446937561035,10.827446937561035,10.648868758839637,10.761654552396505,47849
2023-05-17,10.695862770080566,10.83684478407267,10.667666546550501,10.83684478407267,50103
2023-05-18,10.714659690856934,10.82744637489446,10.695862507745188,10.695862507745188,48970
2023-05-19,10.799249649047852,10.855642993120592,10.686463857244169,10.82744676925512,57783
2023-05-22,10.865041732788086,10.940232258578307,10.705261641398426,10.761654087570205,118704
2023-05-23,10.88383960723877,11.156405504622953,10.818048117079707,10.855643382362288,76704
2023-05-24,10.413897514343262,10.836844439201514,10.413897514343262,10.827446295885101,198149
2023-05-25,10.338706970214844,10.432695573935316,10.291712668354606,10.395100311715478,65202
2023-05-26,10.413897514343262,10.413897514343262,10.197724980255929,10.385701291710513,77067
2023-05-29,10.31800651550293,10.596094009206086,10.31800651550293,10.509790836246523,43128
2023-05-30,10.030329704284668,10.442666684985117,10.030329704284668,10.394720375566495,65043
2023-05-31,9.972792625427246,9.991971512447138,9.761830355206433,9.95361465290702,139640
2023-06-01,10.154990196228027,10.20293650778667,9.915259552934636,9.915259552934636,69887
2023-06-02,10.500201225280762,10.519380114301251,10.193346316951022,10.250881155012966,50879
2023-06-05,10.33718490600586,10.58650499024807,10.33718490600586,10.500201813818087,59802
2023-06-06,10.356363296508789,10.413898135020078,10.25088123507181,10.25088123507181,43654
2023-06-07,10.423486709594727,10.433076153379469,10.270059267037626,10.35636243210092,46043
2023-06-08,10.33718490600586,10.461844948126965,10.289238595267001,10.356363796101327,98109
2023-06-09,10.519380569458008,10.5481479897337,10.222114178276508,10.452255369481655,119926
2023-06-12,10.941305160522461,10.970072578363087,10.50979023491416,10.50979023491416,150536
2023-06-13,11.075554847717285,11.181035991495639,10.950894815343009,11.065965403419323,124272
2023-06-14,11.037198066711426,11.219392937222413,11.027608622342493,11.219392937222413,83545
2023-06-15,11.12350082397461,11.133089353487735,10.883770210651878,11.094732491936087,92952
2023-06-16,11.171446800231934,11.25774997186888,11.104322517625315,11.238571997338315,135786
2023-06-19,10.874180793762207,11.219392548588095,10.864591349725448,11.161857713366972,113354
2023-06-20,10.787878036499023,10.89335918141377,10.768699147696477,10.89335918141377,48585
2023-06-21,10.548147201538086,10.874180988632856,10.509790339203391,10.720753539294078,103970
2023-06-22,10.548147201538086,10.61527148199887,10.394719752199308,10.528968313120872,62925
2023-06-23,10.490612030029297,10.567326673434248,10.41389830112413,10.452255165576712,68308
2023-06-26,10.385130882263184,10.490612030891512,10.22211397970136,10.490612030891512,116584
2023-06-27,10.164579391479492,10.490612290161074,10.164579391479492,10.490612290161074,79143
2023-06-28,10.279648780822754,10.308416197873182,10.068685588620317,10.154988754271299,67664
2023-06-29,10.241291999816895,10.337183695566294,10.174166806842639,10.308416278291444,87965
2023-06-30,10.538558006286621,10.576914869527437,10.164578818313602,10.164578818313602,55370
2023-07-03,10.490612030029297,10.576915203672556,10.346774016957054,10.461844610314804,64712
2023-07-04,10.64404010772705,10.66321808217263,10.423487457354453,10.423487457354453,41025
2023-07-05,10.423486709594727,10.711163621639137,10.423486709594727,10.682396204784604,51010
2023-07-06,10.404309272766113,10.461844109440541,10.241292378022331,10.423487246824342,135919
2023-07-07,10.66321849822998,10.835824847473745,10.26047095966106,10.26047095966106,136946
2023-07-10,10.59609317779541,10.6344500389345,10.452254262649042,10.528967984927222,50114
2023-07-11,10.672807693481445,10.78787828545297,10.576915076255288,10.586504520877858,61931
2023-07-12,10.72075366973877,10.759110532540172,10.433076741478386,10.663217918286795,71627
2023-07-13,10.711164474487305,10.816645621019045,10.596093883407287,10.816645621019045,54539
2023-07-14,10.59609317779541,10.691984873393283,10.528967984927222,10.59609317779541,40254
2023-07-17,10.31800651550293,10.720754046314367,10.31800651550293,10.720754046314367,74445
2023-07-18,10.327595710754395,10.375541103907583,10.212524206587428,10.270059958670911,79478
2023-07-19,10.423486709594727,10.461843570234002,10.289237240107417,10.289237240107417,52363
2023-07-20,10.23170280456543,10.5385577016209,10.222113360407514,10.5385577016209,72285
2023-07-21,10.241291999816895,10.289237390441741,10.107042528368089,10.260469973166892,73809
2023-07-24,10.298827171325684,10.385130340473621,10.183756583961678,10.183756583961678,42296
2023-07-25,10.33718490600586,10.375541771696982,10.241293199027957,10.327596375457938,49651
2023-07-26,10.135809898376465,10.365951979001151,10.1166319251159,10.365951979001151,66845
2023-07-27,10.31800651550293,10.490611946922275,10.1741675890704,10.1741675890704,110378
2023-07-28,10.442666053771973,10.452254583476282,10.183756547261224,10.241292297985746,77641
2023-07-31,10.346774101257324,10.653629019378089,10.346774101257324,10.44266672041996,199164
2023-08-01,10.298827171325684,10.394719784712223,10.222113446416346,10.260470308871016,68222
2023-08-02,10.164579391479492,10.481023759685003,10.049507880768573,10.481023759685003,114460
2023-08-03,9.944025993347168,10.135810306167318,9.944025993347168,10.116632332135174,84556
2023-08-04,9.82895565032959,10.030329412428529,9.819366205824934,9.896079932862648,66551
2023-08-07,9.800188064575195,9.905669208832457,9.752241757367441,9.800188064575195,56155
2023-08-08,9.752242088317871,9.89608010032265,9.70429577948302,9.876902125488575,69629
2023-08-09,9.733062744140625,9.886491108142126,9.723474214421566,9.752241632578214,60700
2023-08-10,9.848134994506836,9.848134994506836,9.761831818975647,9.800188684267308,47080
2023-08-11,9.761831283569336,9.924848180742872,9.761831283569336,9.857722984289223,39273
2023-08-14,9.761831283569336,9.905669291899043,9.713884975959516,9.761831283569336,42479
2023-08-16,10.097453117370605,10.222113145301071,9.752241365447578,9.781008782816235,107829
2023-08-17,10.011150360107422,10.260470426162716,10.001561830258947,10.241292451966018,67514
2023-08-18,9.924847602844238,10.222113046616556,9.915258158980693,10.183756185662073,61137
2023-08-21,10.020740509033203,10.212524836983636,9.991973088465592,10.154989995848412,43982
2023-08-22,10.164579391479492,10.212524787359268,10.039919350292502,10.154989946503614,36166
2023-08-23,10.270059585571289,10.308416447400232,10.20293530599557,10.222113279660181,43916
2023-08-24,10.164579391479492,10.394720583901718,10.154989946503614,10.298827963142553,58443
2023-08-25,10.087864875793457,10.289237717620388,10.049507098874344,10.279649187890346,80946
2023-08-28,10.31800651550293,10.356363379651649,10.164579058908053,10.241292787205492,54350
2023-08-29,10.31800651550293,10.44266655261121,10.250881317367838,10.356363379651649,107130
2023-08-30,10.509790420532227,10.51937986481504,10.270059800460324,10.413897806703568,76337
2023-08-31,10.528968811035156,10.55773714502143,10.413898218589392,10.519380280872841,89741
2023-09-01,10.404309272766113,10.490611527777755,10.270059796359545,10.452254665161556,94062
2023-09-04,10.461843490600586,10.509789794659646,10.423486630253276,10.490610907236148,29613
2023-09-05,10.452254295349121,10.490611156608212,10.365952043390948,10.47143318322852,29434
2023-09-06,10.241291999816895,10.4714331670151,10.212523668042339,10.4330763058154,62460
2023-09-07,10.078275680541992,10.433076895311341,9.991972509341386,10.433076895311341,94102
2023-09-08,9.86731243133545,10.250881063316516,9.838545012561807,10.250881063316516,82282
2023-09-11,9.953615188598633,9.972793162150992,9.790598298154842,9.876901465389757,69078
2023-09-12,9.752242088317871,10.001562162659278,9.752242088317871,9.89608010032265,78990
2023-09-13,9.30154800415039,9.589224935103445,8.846060368432829,9.426208038046706,577128
2023-09-14,9.095378875732422,9.267985204944955,8.970718850690002,9.157709345503475,233850
2023-09-15,8.965925216674805,9.26319066217756,8.965925216674805,9.04743366099002,191178
2023-09-18,8.826882362365723,8.956337131416133,8.754963351059887,8.927569709793767,134273
2023-09-19,8.48646354675293,8.903594275730814,8.457695216513335,8.894004832317616,272111
2023-09-20,8.630302429199219,8.635097151399856,8.409750694968453,8.510437117682564,235004
2023-09-21,8.275501251220703,8.750167777058133,8.261117084559052,8.716605636014034,225534
2023-09-22,8.237144470214844,8.2850907783994,8.170020187456323,8.275501333862536,190243
2023-09-25,8.078922271728516,8.342625594288,8.026181241416714,8.17002016558533,193201
2023-09-26,7.968646049499512,8.146046192580286,7.968646049499512,7.987824023170534,165743
2023-09-27,8.313858032226562,8.510437068825366,8.102894829108427,8.17002002503223,286184
2023-09-28,8.294678688049316,8.41933871420551,8.203581715261853,8.36180388028708,179433
2023-09-29,8.347420692443848,8.539205018805319,8.285091129313797,8.357010137386872,120633
2023-10-02,8.251527786254883,8.553588890000862,8.198787669894296,8.553588890000862,110340
2023-10-03,8.131662368774414,8.323447600556635,8.107689672051517,8.323447600556635,85361
2023-10-04,8.20837688446045,8.217965414302885,8.035770544300146,8.150841132907098,92266
2023-10-05,8.289885520935059,8.318652940116218,8.227555045792819,8.28029607637475,74862
2023-10-06,8.313858032226562,8.366599061631034,8.203582165744258,8.328242198745894,101715
2023-10-09,8.098099708557129,8.28988492804788,8.083716457245114,8.256321874487208,127112
2023-10-10,8.179609298706055,8.232350332906625,8.088512312632126,8.13645770972374,94677
2023-10-11,8.12686824798584,8.198787249884,8.030975635788476,8.16522510996484,100882
2023-10-12,8.232349395751953,8.424133705785541,8.146046227611906,8.3426252597088,154562
2023-10-13,8.093305587768555,8.189198204636572,8.040565471540937,8.189198204636572,346134
2023-10-16,8.150840759277344,8.342625064830987,8.030975453993854,8.342625064830987,76908
2023-10-17,8.112483978271484,8.337830425209685,8.045359699289833,8.337830425209685,77358
2023-10-18,7.963851451873779,8.18440318228462,7.963851451873779,8.18440318228462,79456
2023-10-19,8.074127197265625,8.16043036510215,7.863163999720757,7.939877723464396,112394
2023-10-20,8.035770416259766,8.184403143196329,7.8727535230391235,8.184403143196329,92020
2023-10-23,8.222760200500488,8.222760200500488,7.968646324952212,7.968646324952212,57614
2023-10-24,8.246733665466309,8.342625364437007,8.174813748113614,8.342625364437007,101644
2023-10-25,8.098099708557129,8.28988492804788,8.026180708497948,8.203581762176983,85547
2023-10-26,8.030976295471191,8.059743715693532,7.935083675396989,8.016592128110121,73164
2023-10-27,8.08851146697998,8.146046303274593,7.891931518557472,7.978234687499126,91935
2023-10-30,8.20837688446045,8.265911721514053,7.954262096391084,8.146046410736007,278679
2023-10-31,8.448107719421387,8.500847835636149,8.222760344186398,8.27550137490093,140566
2023-11-01,8.333036422729492,8.486464796434923,8.246734162801165,8.486464796434923,65650
2023-11-02,8.807703018188477,8.903594713536652,8.40495552002691,8.452900910451145,183771
2023-11-03,9.143325805664062,9.172093224335073,8.687838171124017,8.793319315917556,160357
2023-11-06,8.95633602142334,9.167299221008184,8.951541299330533,9.14332561054415,179487
2023-11-07,8.985103607177734,9.00907721808921,8.889211907031076,8.9179793256251,100516
2023-11-08,9.220039367675781,9.31593198087199,8.970719304965424,8.994692915514344,115441
2023-11-09,9.526895523071289,9.584430361453833,9.205656446186152,9.267986006850537,169991
2023-11-10,9.29195785522461,9.493331600173734,9.1864767181559,9.493331600173734,128063
2023-11-13,9.109763145446777,9.53168861506655,9.109763145446777,9.53168861506655,82200
2023-11-14,9.440591812133789,9.498126647232276,9.104968587560327,9.109763309568487,121823
2023-11-15,8.67824935913086,9.339905523778489,8.630303048185421,9.24401381638743,338539
2023-11-16,9.148119926452637,9.210449481892178,8.553588130838278,8.90359459757501,361089
2023-11-17,9.200861930847168,9.445387285722186,9.109764034442799,9.109764034442799,132257
2023-11-20,9.267985343933105,9.267985343933105,9.12894206570426,9.19606634384924,78845
2023-11-21,9.143325805664062,9.263191117042982,9.08579096832204,9.229628976176844,48578
2023-11-22,9.248807907104492,9.263191159255667,9.104968984094459,9.152915291764469,53590
2023-11-23,9.124147415161133,9.335109695124608,9.114557971208328,9.11935269318473,98793
2023-11-24,9.267985343933105,9.267985343933105,8.985103151036826,9.224833760982845,115897
2023-11-27,9.009078025817871,9.411824665742566,9.009078025817871,9.248808669427715,114617
2023-11-28,8.822086334228516,9.114557973360181,8.702221028289271,9.114557973360181,195124
2023-11-29,8.95633602142334,9.004282327851676,8.822086546323943,8.822086546323943,170717
2023-11-30,8.89880084991455,9.009077636226102,8.78852497810279,8.870033429985352,181958
2023-12-01,8.970719337463379,8.989898225971993,8.86044347203806,8.917979223064165,48777
2023-12-04,8.659069061279297,8.985102825306369,8.64468581048377,8.951540687450581,126684
2023-12-05,8.630302429199219,8.716605599811171,8.404955972767818,8.716605599811171,265260
2023-12-06,8.81249713897705,8.81249713897705,8.582355964558657,8.707015995993554,159855
2023-12-07,8.707015991210938,8.807703326526013,8.611123378006077,8.802908604415798,167496
2023-12-08,8.81249713897705,8.855648723492967,8.673453855703338,8.75975702473517,57083
2023-12-11,8.735783576965332,8.8029087732964,8.615918265409553,8.707016158251875,95185
2023-12-12,8.730988502502441,8.807703140142783,8.639891527835271,8.807703140142783,91496
2023-12-13,8.630302429199219,8.73098885191333,8.630302429199219,8.73098885191333,86549
2023-12-14,9.215245246887207,9.287165168727213,8.735783978619406,8.74057870104206,272769
2023-12-15,9.191272735595703,9.320727500132218,9.133736979857314,9.291959165013116,120283
2023-12-18,9.085790634155273,9.282369664426732,9.00428218883542,9.033049606448392,59347
2023-12-19,9.239218711853027,9.368673471703536,9.143326093926772,9.162504983311935,150806
2023-12-20,9.387850761413574,9.387850761413574,9.196066454058286,9.272780177000401,115911
2023-12-21,9.287164688110352,9.416618528823493,9.272780521586782,9.41182380664897,43218
2023-12-22,9.483743667602539,9.483743667602539,9.191272018217758,9.282369909985102,131333
2023-12-27,9.397440910339355,9.570046342656962,9.383056743271313,9.48374408374805,88794
2023-12-28,9.498126983642578,9.570045987312813,9.349494254124124,9.570045987312813,41339
2023-12-29,9.349494934082031,9.555663430230478,9.349494934082031,9.498127674410053,43906
